ticker,fiscal_year,num_shs_outstand,revenue,pretax_income,net_income,total_current_assets,total_assets,st_debt,total_current_liabilities,lt_debt,total_liabilities,retained_earnings,cash_operating_activities,dividends_paid
DK,2016,61921787,4197900000,-391200000,-153700000,1396900000,2979800000,84400000,935200000,748500000,1797300000,522300000,248000000,-37500000
DK,2017,71566225,7267100000,299300000,288800000,2611800000,5935200000,590200000,2671700000,875400000,3971000000,767800000,319700000,-44000000
DK,2018,82797110,10233100000,485500000,340100000,2420300000,5760600000,32000000,1663500000,1800900000,3952500000,981800000,560300000,-80100000
DKS,2009,113184000,4412835000,223176000,135359000,1222361000,2245333000,978000,795675000,141265000,1162106000,548391000,401329000,0
DKS,2010,116236000,4871492000,297511000,182077000,1564330000,2597536000,995000,848543000,139846000,1233955000,730468000,389967000,0
DKS,2011,120232000,5211802000,432026000,263906000,1868393000,2996452000,7426000,940146000,151596000,1363707000,932871000,410421000,-60460000
DKS,2012,121629000,5836119000,489825000,290709000,1595889000,2887807000,8513000,1000768000,7762000,1300483000,911704000,438284000,-306972000
DKS,2013,122878000,6213173000,546107000,337598000,1620071000,3071487000,899000,1002587000,6476000,1379308000,1187514000,403870000,-64432000
DKS,2014,119244000,6814479000,556014000,344198000,1798798000,3391704000,537000,1118833000,5913000,1559479000,1471182000,605978000,-61262000
DKS,2015,115230000,7270965000,530875000,330391000,1812690000,3559336000,589000,1191675000,5324000,1770149000,1737214000,643514000,-64715000
DKS,2016,111095000,7921981000,458422000,287396000,1995678000,4058296000,646000,1397415000,4679000,2128807000,1956066000,758983000,-67972000
DKS,2017,106977000,8590472000,501337000,323445000,2006085000,4203939000,5202000,1425014000,60084000,2262438000,2205651000,746310000,-73099000
DKS,2018,97743000,8436570000,431920000,319864000,2122398000,4187149000,,1504639000,0,2282988000,2455192000,712755000,-89273000
DLB,2009,113101000,719503000,371419000,242991000,900838000,1581315000,1624000,156584000,5825000,218210000,852475000,273225000,
DLB,2010,113452000,922713000,437012000,283447000,1060413000,1711772000,,165756000,,217093000,1135922000,327298000,
DLB,2011,111444000,961065000,440643000,309267000,1158598000,1884387000,,159385000,,199037000,1445189000,403688000,0
DLB,2012,106926000,933014000,368991000,264302000,970286000,1960798000,,156840000,,217565000,1709479000,389921000,0
DLB,2013,101879000,909674000,250646000,189271000,818579000,1737945000,,172815000,,237919000,1454382000,276501000,-408206000
DLB,2014,102151000,960176000,276099000,206103000,1005851000,1984012000,,189370000,,252364000,1660485000,361547000,0
DLB,2015,102354000,970638000,245782000,181390000,821229000,2133293000,,209681000,,317286000,1800857000,309377000,-41018000
DLB,2016,100717000,1025738000,235904000,185860000,759730000,2310106000,,213083000,,331371000,1938320000,360064000,-48397000
DLB,2017,101784000,1081454000,256644000,201802000,1011434000,2533554000,,245773000,,389712000,2083063000,377793000,-57059000
DLB,2018,103377000,1171924000,312867000,122246000,1301954000,2659269000,,272127000,,463151000,2139154000,352202000,-66155000
DLB,2019,101629000,1241620000,282307000,255151000,1381540000,2821749000,,306853000,,508719000,2327877000,327674000,-77496000
DLPH,2016,88610000,4486000000,318000000,236000000,1402000000,2899000000,2000000,1082000000,6000000,1717000000,,372000000,-13000000
DLPH,2017,88610000,4849000000,425000000,285000000,2058000000,3793000000,20000000,1396000000,1515000000,3561000000,7000000,388000000,-10000000
DLPH,2018,88680000,4858000000,371000000,358000000,1931000000,3893000000,43000000,1377000000,1488000000,3455000000,296000000,419000000,-12000000
DLTH,2015,25250000,304157000,29025000,27439000,98390000,120620000,722000,24690000,4301000,30134000,3443000,14214000,
DLTH,2016,31822000,376116000,35054000,21315000,101246000,155967000,742000,35119000,3384000,42179000,24733000,20253000,
DLTH,2017,32046000,471447000,35505000,23351000,101826000,223102000,84000,50296000,28002000,83753000,48084000,29868000,
DLTH,2018,32281000,568102000,31615000,23156000,118198000,295305000,500000,52611000,44825000,135195000,70592000,31095000,
DLTR,2009,268200000,5231200000,507600000,320500000,1305600000,2289700000,17500000,475900000,250000000,860500000,1430700000,581000000,
DLTR,2010,254100000,5882400000,629900000,397300000,1333300000,2380500000,16500000,532800000,250000000,921500000,1458200000,518700000,
DLTR,2011,240600000,6630500000,779500000,488300000,1209400000,2328600000,15500000,581000000,250000000,984000000,1344100000,686500000,
DLTR,2012,229300000,7394500000,978900000,619300000,1473500000,2752000000,14300000,676200000,257000000,1084700000,1666300000,678300000,
DLTR,2013,218100000,7840300000,954300000,596700000,1378500000,2771900000,12800000,686300000,757000000,1601200000,1174800000,794100000,
DLTR,2014,206000000,8602200000,954200000,599200000,1994600000,3492700000,0,861600000,682700000,1707700000,1774000000,942800000,
DLTR,2015,222500000,15498400000,448200000,282400000,3935900000,15901200000,108000000,2095400000,7387700000,11494300000,2056400000,802500000,
DLTR,2016,235700000,20719200000,1329400000,896200000,3938000000,15701600000,152100000,2105900000,6293700000,10312100000,,1673300000,
DLTR,2017,236800000,22245500000,1704000000,1714300000,4576300000,16332800000,915900000,2859100000,4862100000,9150500000,4666900000,1510200000,
DLTR,2018,237900000,22823300000,-1309000000,-1590800000,4293300000,13501200000,0,2095700000,4344100000,7858300000,,1766000000,
DLX,2009,50837000,1344195000,155021000,99365000,159499000,1211210000,26000000,243048000,742753000,1094000000,60768000,206438000,-51279000
DLX,2010,51123000,1402237000,235949000,152624000,171237000,1308691000,7000000,211512000,748122000,1082493000,161957000,212615000,-51435000
DLX,2011,51036000,1417596000,216084000,144595000,192575000,1388809000,85575000,300367000,656131000,1086120000,255426000,235367000,-51126000
DLX,2012,50775000,1514917000,250753000,170492000,219743000,1412440000,0,220110000,652581000,979505000,375000000,244077000,-50918000
DLX,2013,50550000,1584824000,281059000,186652000,319313000,1569529000,255589000,490071000,385115000,1019072000,510941000,261502000,-50711000
DLX,2014,49827000,1674082000,297181000,199794000,318890000,1688391000,160911000,467248000,393401000,1040894000,629335000,285098000,-57603000
DLX,2015,49445000,1772817000,327947000,218629000,323985000,1842153000,1045000,317043000,627973000,1097084000,751253000,309631000,-59755000
DLX,2016,48562000,1849062000,340386000,229382000,398230000,2184338000,35842000,415684000,722806000,1303368000,882795000,319312000,-58720000
DLX,2017,48127000,1965556000,312827000,230155000,392966000,2208827000,44040000,425770000,665260000,1193814000,1004657000,338431000,-58098000
DLX,2018,46842000,1998025000,212631000,149630000,450046000,2305096000,791000,392050000,911073000,1389683000,927345000,339315000,-56669000
DMDW,2013,20178751,49370,-96401,-96401,16430,170438,,314489,,314489,-146551,-4049,
DMDW,2014,28784015,84867,-251794,-251794,21989,251706,,256696,,256696,-398345,-24365,
DMRC,2010,7120000,31150000,4216000,4174000,39607000,55765000,,4081000,,4606000,1493000,10432000,
DMRC,2011,6741000,36039000,3870000,5656000,30471000,45793000,,3612000,,4076000,7149000,10253000,
DMRC,2012,6757000,44375000,13666000,8272000,37501000,57331000,,3655000,,4328000,13077000,15601000,-2344000
DMRC,2013,6866000,34964000,-2303000,-507000,37158000,57197000,,5778000,,6274000,9368000,3473000,-3202000
DMRC,2014,7187000,25658000,-15168000,-15820000,45479000,57416000,,5039000,,5242000,-8106000,-6733000,-1654000
DMRC,2015,8198000,22189000,-17868000,-17934000,42290000,56364000,,4680000,,4906000,-26040000,-9740000,
DMRC,2016,9188000,21793000,-21662000,-21672000,62907000,78736000,,4446000,,5402000,-47712000,-13864000,
DMRC,2017,10571000,25213000,-25977000,-25771000,76313000,88370000,,5038000,,6023000,-73508000,-17611000,
DMRC,2018,11360000,21192000,-32467000,-32506000,49644000,61787000,,4318000,,5172000,-105875000,-21210000,
DNB,2009,52300000,1687000000,432500000,319400000,759600000,1749400000,1700000,685700000,961800000,2483400000,1830700000,369500000,-71500000
DNB,2010,49900000,1676600000,387900000,252100000,668300000,1919500000,1500000,799200000,972000000,2588300000,1989500000,319400000,-70000000
DNB,2011,48900000,1758500000,368100000,260300000,726900000,1977100000,1100000,799900000,963900000,2717300000,2179300000,312900000,-70400000
DNB,2012,45600000,1663000000,378300000,295500000,747400000,1991800000,200000,757800000,1290700000,3006100000,2405500000,357800000,-69000000
DNB,2013,39100000,1558400000,386300000,258500000,822400000,1890300000,100000,736200000,1516000000,2932600000,2600900000,333300000,-62500000
DNB,2014,36500000,1584500000,340200000,294400000,932600000,1986200000,301100000,1048400000,1352200000,3180800000,2831100000,315500000,-64000000
DNB,2015,36100000,1637100000,280000000,168800000,959600000,2266500000,20000000,836600000,1797000000,3371800000,2932800000,343200000,-66700000
DNB,2016,36500000,1703700000,203600000,97400000,944400000,2209200000,22500000,855400000,1594500000,3197000000,2959600000,322700000,-70500000
DNB,2017,36900000,1742500000,322700000,140900000,1093700000,2480900000,32500000,918800000,1645600000,3292100000,3176300000,286500000,-74200000
DNKN,2010,41295866,577135000,19446000,26861000,284377000,3147288000,12705000,280555000,1852176000,2841047000,-741415000,229004000,-500002000
DNKN,2011,74835697,628198000,66813000,34442000,406474000,3224018000,15197000,316540000,1458272000,2478082000,-752075000,162703000,0
DNKN,2012,114584063,658181000,162001000,108308000,419780000,3217513000,27051000,353515000,1830529000,2867538000,-914094000,154420000,-70069000
DNKN,2013,106501733,713840000,218088000,146903000,461760000,3234690000,5432000,344298000,1825605000,2822402000,-779741000,141799000,-81008000
DNKN,2014,105398899,748709000,255733000,176357000,393402000,3124400000,4358000,355519000,1803198000,2749450000,-711531000,199323000,-96775000
DNKN,2015,96045232,810933000,201588000,105227000,557824000,3197119000,25546000,418792000,2428097000,3417862000,-1076479000,262742000,-100516000
DNKN,2016,91568942,828889000,313249000,195576000,606358000,3227382000,25589000,424201000,2409548000,3390640000,-945797000,276827000,-109703000
DNKN,2017,90857168,860501000,339287000,350909000,1304333000,3937433000,32096000,485499000,3043037000,4191972000,-968148000,276908000,-117003000
DNKN,2018,83697610,1321617000,289201000,229906000,813473000,3456581000,31650000,539581000,3018100000,4169378000,-1338709000,268955000,-114828000
DNOW,2013,107053031,4296000000,222000000,147000000,1662000000,2183000000,,363000000,,2183000000,,317000000,
DNOW,2014,107058843,4105000000,178000000,116000000,2047000000,2596000000,,620000000,,630000000,58000000,108000000,
DNOW,2015,107173972,3010000000,-518000000,-502000000,1292000000,1832000000,,307000000,108000000,429000000,-444000000,324000000,
DNOW,2016,107416181,2107000000,-230000000,-234000000,959000000,1603000000,,347000000,65000000,420000000,-678000000,235000000,
DNOW,2017,107745229,2648000000,-52000000,-52000000,1129000000,1749000000,,394000000,162000000,564000000,-730000000,-115000000,
DNOW,2018,108296155,3127000000,58000000,52000000,1219000000,1795000000,,441000000,132000000,581000000,-678000000,73000000,
DOCU,2017,32294000,518504000,-49142000,-52276000,418795000,619973000,,373819000,0,411120000,-502320000,54979000,
DOCU,2018,135163000,700969000,-428208000,-426458000,984521000,1615417000,,516313000,438932000,1001055000,-928778000,76086000,
DOMO,2017,1595000,108524000,-176177000,-176562000,113261000,155355000,,128261000,46332000,184161000,-757773000,-148657000,
DOMO,2018,16358000,142464000,-153061000,-154309000,246754000,292632000,,139707000,97245000,248105000,-912082000,-131367000,
DORM,2010,35534000,438205000,76668000,46138000,254960000,323159000,,48160000,,60006000,225299000,30716000,
DORM,2011,35866000,513432000,87534000,53277000,293026000,376693000,,44553000,,59590000,277071000,38063000,
DORM,2012,36124000,570420000,104108000,70962000,315490000,412683000,,63685000,,79811000,291500000,48911000,-54716000
DORM,2013,36347000,664466000,127750000,81920000,407608000,529169000,,91738000,,115528000,370157000,61559000,
DORM,2014,36052000,751476000,140530000,89987000,430361000,557716000,,90833000,,95655000,418292000,59640000,
DORM,2015,35466000,802957000,145941000,92329000,478633000,621865000,,98570000,,103829000,474888000,92060000,
DORM,2016,34516000,859604000,168360000,106049000,551614000,711792000,,103848000,,110150000,557110000,121539000,
DORM,2017,33964000,903221000,176588000,106599000,532849000,765924000,,110781000,,131117000,589659000,94241000,
DORM,2018,33097000,973705000,171135000,133602000,629728000,887557000,,141590000,,159934000,679432000,78112000,
DOV,2008,233339478,7568888000,946019000,590831000,2699225000,7883238000,224944000,1332637000,1860729000,4090372000,5286458000,1010416000,-169071000
DOV,2009,230436368,5344331000,494409000,356438000,2639408000,7882403000,35624000,1108054000,1825260000,3798795000,5453022000,743381000,-189874000
DOV,2010,231378486,6109507000,813122000,700104000,3758718000,8558743000,16590000,1374575000,1790886000,4032181000,5953027000,830295000,-200099000
DOV,2011,230121916,7369154000,1010262000,895243000,3735038000,9500552000,1022000,1415908000,2186230000,4569997000,6629116000,948864000,-219154000
DOV,2012,224760138,6626648000,931065000,811070000,3425389000,10443943000,610766000,2195586000,2189350000,5524713000,7199227000,968369000,-240959000
DOV,2013,212033498,7155096000,1045986000,1003129000,5497035000,10855181000,229278000,1877869000,2599201000,5477785000,7954536000,979612000,-247820000
DOV,2014,206364696,7752728000,1094207000,775235000,3161140000,9030291000,777956000,2089567000,2253041000,5329566000,7074782000,950164000,-258487000
DOV,2015,195132322,6956311000,800610000,869829000,2419010000,8606076000,151122000,1367182000,2603655000,4961501000,7686642000,949059000,-257969000
DOV,2016,192175978,6794342000,689332000,508892000,2589191000,10115991000,414550000,1940318000,3206637000,6316245000,,861975000,-268339000
DOV,2017,192738030,7830436000,973843000,811665000,3207120000,10657653000,581102000,2298193000,2986702000,6274473000,8455501000,821559000,-283959000
DOV,2018,149874000,6992118000,725378000,570267000,2503754000,8365771000,220318000,1827421000,2943660000,5597105000,7815486000,789193000,-283570000
DOW,2008,930400000,57361000000,1277000000,579000000,16060000000,45474000000,3814000000,13108000000,8042000000,31394000000,17013000000,4711000000,-1563000000
DOW,2009,1043200000,44875000000,469000000,648000000,19542000000,66018000000,3221000000,13105000000,19152000000,44894000000,16704000000,2075000000,-1030000000
DOW,2010,1125900000,53674000000,2802000000,2310000000,24130000000,69588000000,3222000000,13896000000,20605000000,46946000000,17736000000,4102000000,-1014000000
